215, 1319, 12
216, 1321, 2
217, 1327, 6
218, 1361, 34
219, 1367, 6
220, 1373, 6
221, 1381, 8
222, 1399, 18
223, 1409, 10
224, 1423, 14
225, 1427, 4
226, 1429, 2
227, 1433, 4
228, 1439, 6
229, 1447, 8
230, 1451, 4
231, 1453, 2
232, 1459, 6
233, 1471, 12
234, 1481, 10
235, 1483, 2
236, 1487, 4
237, 1489, 2
238, 1493, 4
239, 1499, 6
240, 1511, 12
241, 1523, 12
242, 1531, 8
243, 1543, 12
244, 1549, 6
245, 1553, 4
246, 1559, 6
247, 1567, 8
248, 1571, 4
249, 1579, 8
250, 1583, 4
251, 1597, 14
252, 1601, 4
253, 1607, 6
254, 1609, 2
255, 1613, 4
256, 1619, 6
257, 1621, 2
258, 1627, 6
259, 1637, 10
260, 1657, 20
261, 1663, 6
262, 1667, 4
263, 1669, 2
264, 1693, 24
265, 1697, 4
266, 1699, 2
267, 1709, 10
268, 1721, 12
269, 1723, 2
270, 1733, 10
271, 1741, 8
272, 1747, 6
273, 1753, 6
274, 1759, 6
275, 1777, 18
276, 1783, 6
277, 1787, 4
278, 1789, 2
279, 1801, 12
280, 1811, 10
281, 1823, 12
282, 1831, 8
283, 1847, 16
284, 1861, 14
285, 1867, 6
286, 1871, 4
287, 1873, 2
288, 1877, 4
289, 1879, 2
290, 1889, 10
291, 1901, 12
292, 1907, 6
293, 1913, 6
294, 1931, 18
295, 1933, 2
296, 1949, 16
297, 1951, 2
298, 1973, 22
299, 1979, 6
300, 1987, 8
301, 1993, 6
302, 1997, 4
303, 1999, 2
304, 2003, 4
305, 2011, 8
306, 2017, 6
307, 2027, 10
308, 2029, 2
309, 2039, 10
310, 2053, 14
311, 2063, 10
312, 2069, 6
313, 2081, 12
314, 2083, 2
315, 2087, 4
316, 2089, 2
317, 2099, 10
318, 2111, 12
319, 2113, 2
320, 2129, 16
321, 2131, 2
322, 2137, 6
323, 2141, 4
324, 2143, 2
325, 2153, 10
326, 2161, 8
327, 2179, 18
328, 2203, 24
329, 2207, 4
330, 2213, 6
331, 2221, 8
332, 2237, 16
333, 2239, 2
334, 2243, 4
335, 2251, 8
336, 2267, 16
337, 2269, 2
338, 2273, 4
339, 2281, 8
340, 2287, 6
341, 2293, 6
342, 2297, 4
343, 2309, 12
344, 2311, 2
345, 2333, 22
346, 2339, 6
347, 2341, 2
348, 2347, 6
349, 2351, 4
350, 2357, 6
351, 2371, 14
352, 2377, 6
353, 2381, 4
354, 2383, 2
355, 2389, 6
356, 2393, 4
357, 2399, 6
358, 2411, 12
359, 2417, 6
360, 2423, 6
361, 2437, 14
362, 2441, 4
363, 2447, 6
364, 2459, 12
365, 2467, 8
366, 2473, 6
367, 2477, 4
368, 2503, 26
369, 2521, 18
370, 2531, 10
371, 2539, 8
372, 2543, 4
373, 2549, 6
374, 2551, 2
375, 2557, 6
376, 2579, 22
377, 2591, 12
378, 2593, 2
379, 2609, 16
380, 2617, 8
381, 2621, 4
382, 2633, 12
383, 2647, 14
384, 2657, 10
385, 2659, 2
386, 2663, 4
387, 2671, 8
388, 2677, 6
389, 2683, 6
390, 2687, 4
391, 2689, 2
392, 2693, 4
393, 2699, 6
394, 2707, 8
395, 2711, 4
396, 2713, 2
397, 2719, 6
398, 2729, 10
399, 2731, 2
400, 2741, 10
401, 2749, 8
402, 2753, 4
403, 2767, 14
404, 2777, 10
405, 2789, 12
406, 2791, 2
407, 2797, 6
408, 2801, 4
409, 2803, 2
410, 2819, 16
411, 2833, 14
412, 2837, 4
413, 2843, 6
414, 2851, 8
415, 2857, 6
416, 2861, 4
417, 2879, 18
418, 2887, 8
419, 2897, 10
420, 2903, 6
421, 2909, 6
422, 2917, 8
423, 2927, 10
424, 2939, 12
425, 2953, 14
426, 2957, 4
427, 2963, 6
428, 2969, 6
429, 2971, 2
430, 2999, 28
431, 3001, 2
432, 3011, 10
433, 3019, 8
434, 3023, 4
435, 3037, 14
436, 3041, 4
437, 3049, 8
438, 3061, 12
439, 3067, 6
440, 3079, 12
441, 3083, 4
442, 3089, 6
443, 3109, 20
444, 3119, 10
445, 3121, 2
446, 3137, 16
447, 3163, 26
448, 3167, 4
449, 3169, 2
450, 3181, 12
451, 3187, 6
452, 3191, 4
453, 3203, 12
454, 3209, 6
455, 3217, 8
456, 3221, 4
457, 3229, 8
458, 3251, 22
459, 3253, 2
460, 3257, 4
461, 3259, 2
462, 3271, 12
463, 3299, 28
464, 3301, 2
465, 3307, 6
466, 3313, 6
467, 3319, 6
468, 3323, 4
469, 3329, 6
470, 3331, 2
471, 3343, 12
472, 3347, 4
473, 3359, 12
474, 3361, 2
475, 3371, 10
476, 3373, 2
477, 3389, 16
478, 3391, 2
479, 3407, 16
480, 3413, 6
481, 3433, 20
482, 3449, 16
483, 3457, 8
484, 3461, 4
485, 3463, 2
486, 3467, 4
487, 3469, 2
488, 3491, 22
489, 3499, 8
490, 3511, 12
491, 3517, 6
492, 3527, 10
493, 3529, 2
494, 3533, 4
495, 3539, 6
496, 3541, 2
497, 3547, 6
498, 3557, 10
499, 3559, 2
500, 3571, 12
501, 3581, 10
502, 3583, 2
503, 3593, 10
504, 3607, 14
505, 3613, 6
506, 3617, 4
507, 3623, 6
508, 3631, 8
509, 3637, 6
510, 3643, 6
511, 3659, 16
512, 3671, 12
513, 3673, 2
514, 3677, 4
515, 3691, 14
516, 3697, 6
517, 3701, 4
518, 3709, 8
519, 3719, 10
520, 3727, 8
521, 3733, 6
522, 3739, 6
523, 3761, 22
524, 3767, 6
525, 3769, 2
526, 3779, 10
527, 3793, 14
528, 3797, 4
529, 3803, 6
530, 3821, 18
531, 3823, 2
532, 3833, 10
533, 3847, 14
534, 3851, 4
535, 3853, 2
536, 3863, 10
537, 3877, 14
538, 3881, 4
539, 3889, 8
540, 3907, 18
541, 3911, 4
542, 3917, 6
543, 3919, 2
544, 3923, 4
545, 3929, 6
546, 3931, 2
547, 3943, 12
548, 3947, 4
549, 3967, 20
550, 3989, 22
551, 4001, 12
552, 4003, 2
553, 4007, 4
554, 4013, 6
555, 4019, 6
556, 4021, 2
557, 4027, 6
558, 4049, 22
559, 4051, 2
560, 4057, 6
561, 4073, 16
562, 4079, 6
563, 4091, 12
564, 4093, 2
565, 4099, 6
566, 4111, 12
567, 4127, 16
568, 4129, 2
569, 4133, 4
570, 4139, 6
571, 4153, 14
572, 4157, 4
573, 4159, 2
574, 4177, 18
575, 4201, 24
576, 4211, 10
577, 4217, 6
578, 4219, 2
579, 4229, 10
580, 4231, 2
581, 4241, 10
582, 4243, 2
583, 4253, 10
584, 4259, 6
585, 4261, 2
586, 4271, 10
587, 4273, 2
588, 4283, 10
589, 4289, 6
590, 4297, 8
591, 4327, 30
592, 4337, 10
593, 4339, 2
594, 4349, 10
595, 4357, 8
596, 4363, 6
597, 4373, 10
598, 4391, 18
599, 4397, 6
600, 4409, 12
601, 4421, 12
602, 4423, 2
603, 4441, 18
604, 4447, 6
605, 4451, 4
606, 4457, 6
607, 4463, 6
608, 4481, 18
609, 4483, 2
610, 4493, 10
611, 4507, 14
612, 4513, 6
613, 4517, 4
614, 4519, 2
615, 4523, 4
616, 4547, 24
617, 4549, 2
618, 4561, 12
619, 4567, 6
620, 4583, 16
621, 4591, 8
622, 4597, 6
623, 4603, 6
624, 4621, 18
625, 4637, 16
626, 4639, 2
627, 4643, 4
628, 4649, 6
629, 4651, 2
630, 4657, 6
631, 4663, 6
632, 4673, 10
633, 4679, 6
634, 4691, 12
635, 4703, 12
636, 4721, 18
637, 4723, 2
638, 4729, 6
639, 4733, 4
640, 4751, 18
641, 4759, 8
642, 4783, 24
643, 4787, 4
644, 4789, 2
645, 4793, 4
646, 4799, 6
647, 4801, 2
648, 4813, 12
649, 4817, 4
650, 4831, 14
651, 4861, 30
652, 4871, 10
653, 4877, 6
654, 4889, 12
655, 4903, 14
656, 4909, 6
657, 4919, 10
658, 4931, 12
659, 4933, 2
660, 4937, 4
661, 4943, 6
662, 4951, 8
663, 4957, 6
664, 4967, 10
665, 4969, 2
666, 4973, 4
667, 4987, 14
668, 4993, 6
669, 4999, 6
670, 5003, 4
671, 5009, 6
672, 5011, 2
673, 5021, 10
674, 5023, 2
675, 5039, 16
676, 5051, 12
677, 5059, 8
678, 5077, 18
679, 5081, 4
680, 5087, 6
681, 5099, 12
682, 5101, 2
683, 5107, 6
684, 5113, 6
685, 5119, 6
686, 5147, 28
687, 5153, 6
688, 5167, 14
689, 5171, 4
690, 5179, 8
691, 5189, 10
692, 5197, 8
693, 5209, 12
694, 5227, 18
695, 5231, 4
696, 5233, 2
697, 5237, 4
698, 5261, 24
699, 5273, 12
700, 5279, 6
701, 5281, 2
702, 5297, 16
703, 5303, 6
704, 5309, 6
705, 5323, 14
706, 5333, 10
707, 5347, 14
708, 5351, 4
709, 5381, 30
710, 5387, 6
711, 5393, 6
712, 5399, 6
713, 5407, 8
714, 5413, 6
715, 5417, 4
716, 5419, 2
717, 5431, 12
718, 5437, 6
719, 5441, 4
720, 5443, 2
721, 5449, 6
722, 5471, 22
723, 5477, 6
724, 5479, 2
725, 5483, 4
726, 5501, 18
727, 5503, 2
728, 5507, 4
729, 5519, 12
730, 5521, 2
731, 5527, 6
732, 5531, 4
733, 5557, 26
734, 5563, 6
735, 5569, 6
736, 5573, 4
737, 5581, 8
738, 5591, 10
739, 5623, 32
740, 5639, 16
741, 5641, 2
742, 5647, 6
743, 5651, 4
744, 5653, 2
745, 5657, 4
746, 5659, 2
747, 5669, 10
748, 5683, 14
749, 5689, 6
750, 5693, 4
751, 5701, 8
752, 5711, 10
753, 5717, 6
754, 5737, 20
755, 5741, 4
756, 5743, 2
757, 5749, 6
758, 5779, 30
759, 5783, 4
760, 5791, 8
761, 5801, 10
762, 5807, 6
763, 5813, 6
764, 5821, 8
765, 5827, 6
766, 5839, 12
767, 5843, 4
768, 5849, 6
769, 5851, 2
770, 5857, 6
771, 5861, 4
772, 5867, 6
773, 5869, 2
774, 5879, 10
775, 5881, 2
776, 5897, 16
777, 5903, 6
778, 5923, 20
779, 5927, 4
780, 5939, 12
781, 5953, 14
782, 5981, 28
783, 5987, 6
784, 6007, 20
785, 6011, 4
786, 6029, 18
787, 6037, 8
788, 6043, 6
789, 6047, 4
790, 6053, 6
791, 6067, 14
792, 6073, 6
793, 6079, 6
794, 6089, 10
795, 6091, 2
796, 6101, 10
797, 6113, 12
798, 6121, 8
799, 6131, 10
800, 6133, 2
801, 6143, 10
802, 6151, 8
803, 6163, 12
804, 6173, 10
805, 6197, 24
806, 6199, 2
807, 6203, 4
808, 6211, 8
809, 6217, 6
810, 6221, 4
811, 6229, 8
812, 6247, 18
813, 6257, 10
814, 6263, 6
815, 6269, 6
816, 6271, 2
817, 6277, 6
818, 6287, 10
819, 6299, 12
820, 6301, 2
821, 6311, 10
822, 6317, 6
823, 6323, 6
824, 6329, 6
825, 6337, 8
826, 6343, 6
827, 6353, 10
828, 6359, 6
829, 6361, 2
830, 6367, 6
831, 6373, 6
832, 6379, 6
833, 6389, 10
834, 6397, 8
835, 6421, 24
836, 6427, 6
837, 6449, 22
838, 6451, 2
839, 6469, 18
840, 6473, 4
841, 6481, 8
842, 6491, 10
843, 6521, 30
844, 6529, 8
845, 6547, 18
846, 6551, 4
847, 6553, 2
848, 6563, 10
849, 6569, 6
850, 6571, 2
851, 6577, 6
852, 6581, 4
853, 6599, 18
854, 6607, 8
855, 6619, 12
856, 6637, 18
857, 6653, 16
858, 6659, 6
859, 6661, 2
860, 6673, 12
861, 6679, 6
862, 6689, 10
863, 6691, 2
864, 6701, 10
865, 6703, 2
866, 6709, 6
867, 6719, 10
868, 6733, 14
869, 6737, 4
870, 6761, 24
871, 6763, 2
872, 6779, 16
873, 6781, 2
874, 6791, 10
875, 6793, 2
876, 6803, 10
877, 6823, 20
878, 6827, 4
879, 6829, 2
880, 6833, 4
881, 6841, 8
882, 6857, 16
883, 6863, 6
884, 6869, 6
885, 6871, 2
886, 6883, 12
887, 6899, 16
888, 6907, 8
889, 6911, 4
890, 6917, 6
891, 6947, 30
892, 6949, 2
893, 6959, 10
894, 6961, 2
895, 6967, 6
896, 6971, 4
897, 6977, 6
898, 6983, 6
899, 6991, 8
900, 6997, 6
901, 7001, 4
902, 7013, 12
903, 7019, 6
904, 7027, 8
905, 7039, 12
906, 7043, 4
907, 7057, 14
908, 7069, 12
909, 7079, 10
910, 7103, 24
911, 7109, 6
912, 7121, 12
913, 7127, 6
914, 7129, 2
915, 7151, 22
916, 7159, 8
917, 7177, 18
918, 7187, 10
919, 7193, 6
920, 7207, 14
921, 7211, 4
922, 7213, 2
923, 7219, 6
924, 7229, 10
925, 7237, 8
926, 7243, 6
927, 7247, 4
928, 7253, 6
929, 7283, 30
930, 7297, 14
931, 7307, 10
932, 7309, 2
933, 7321, 12
934, 7331, 10
935, 7333, 2
936, 7349, 16
937, 7351, 2
938, 7369, 18
939, 7393, 24
940, 7411, 18
941, 7417, 6
942, 7433, 16
943, 7451, 18
944, 7457, 6
945, 7459, 2
946, 7477, 18
947, 7481, 4
948, 7487, 6
949, 7489, 2
950, 7499, 10
951, 7507, 8
952, 7517, 10
953, 7523, 6
954, 7529, 6
955, 7537, 8
956, 7541, 4
957, 7547, 6
958, 7549, 2
959, 7559, 10
960, 7561, 2
961, 7573, 12
962, 7577, 4
963, 7583, 6
964, 7589, 6
965, 7591, 2
966, 7603, 12
967, 7607, 4
968, 7621, 14
969, 7639, 18
970, 7643, 4
971, 7649, 6
972, 7669, 20
973, 7673, 4
974, 7681, 8
975, 7687, 6
976, 7691, 4
977, 7699, 8
978, 7703, 4
979, 7717, 14
980, 7723, 6
981, 7727, 4
982, 7741, 14
983, 7753, 12
984, 7757, 4
985, 7759, 2
986, 7789, 30
987, 7793, 4
988, 7817, 24
989, 7823, 6
990, 7829, 6
991, 7841, 12
992, 7853, 12
993, 7867, 14
994, 7873, 6
995, 7877, 4
996, 7879, 2
997, 7883, 4
998, 7901, 18
999, 7907, 6
1000, 7919, 12
1001, 7927, 8
1002, 7933, 6
1003, 7937, 4
1004, 7949, 12
1005, 7951, 2
1006, 7963, 12
1007, 7993, 30
1008, 8009, 16
1009, 8011, 2
1010, 8017, 6
1011, 8039, 22
1012, 8053, 14
1013, 8059, 6
1014, 8069, 10
1015, 8081, 12
1016, 8087, 6
1017, 8089, 2
1018, 8093, 4
1019, 8101, 8
1020, 8111, 10
1021, 8117, 6
1022, 8123, 6
1023, 8147, 24
1024, 8161, 14
1025, 8167, 6
1026, 8171, 4
1027, 8179, 8
1028, 8191, 12
1029, 8209, 18
1030, 8219, 10
1031, 8221, 2
1032, 8231, 10
1033, 8233, 2
1034, 8237, 4
1035, 8243, 6
1036, 8263, 20
1037, 8269, 6
1038, 8273, 4
1039, 8287, 14
1040, 8291, 4
1041, 8293, 2
1042, 8297, 4
1043, 8311, 14
1044, 8317, 6
1045, 8329, 12
1046, 8353, 24
1047, 8363, 10
1048, 8369, 6
1049, 8377, 8
1050, 8387, 10
1051, 8389, 2
1052, 8419, 30
1053, 8423, 4
1054, 8429, 6
1055, 8431, 2
1056, 8443, 12
1057, 8447, 4
1058, 8461, 14
1059, 8467, 6
1060, 8501, 34
1061, 8513, 12
1062, 8521, 8
1063, 8527, 6
1064, 8537, 10
1065, 8539, 2
1066, 8543, 4
1067, 8563, 20
1068, 8573, 10
1069, 8581, 8
1070, 8597, 16
1071, 8599, 2
1072, 8609, 10
1073, 8623, 14
1074, 8627, 4
1075, 8629, 2
1076, 8641, 12
1077, 8647, 6
1078, 8663, 16
1079, 8669, 6
1080, 8677, 8
1081, 8681, 4
1082, 8689, 8
1083, 8693, 4
1084, 8699, 6
1085, 8707, 8
1086, 8713, 6
1087, 8719, 6
1088, 8731, 12
1089, 8737, 6
1090, 8741, 4
1091, 8747, 6
1092, 8753, 6
1093, 8761, 8
1094, 8779, 18
1095, 8783, 4
1096, 8803, 20
1097, 8807, 4
1098, 8819, 12
1099, 8821, 2
1100, 8831, 10
1101, 8837, 6
1102, 8839, 2
1103, 8849, 10
1104, 8861, 12
1105, 8863, 2
1106, 8867, 4
1107, 8887, 20
1108, 8893, 6
1109, 8923, 30
1110, 8929, 6
1111, 8933, 4
1112, 8941, 8
1113, 8951, 10
1114, 8963, 12
1115, 8969, 6
1116, 8971, 2
1117, 8999, 28
1118, 9001, 2
1119, 9007, 6
1120, 9011, 4
1121, 9013, 2
1122, 9029, 16
1123, 9041, 12
1124, 9043, 2
1125, 9049, 6
1126, 9059, 10
1127, 9067, 8
1128, 9091, 24
1129, 9103, 12
1130, 9109, 6
1131, 9127, 18
1132, 9133, 6
1133, 9137, 4
1134, 9151, 14
1135, 9157, 6
1136, 9161, 4
1137, 9173, 12
1138, 9181, 8
1139, 9187, 6
1140, 9199, 12
1141, 9203, 4
1142, 9209, 6
1143, 9221, 12
1144, 9227, 6
1145, 9239, 12
1146, 9241, 2
1147, 9257, 16
1148, 9277, 20
1149, 9281, 4
1150, 9283, 2
1151, 9293, 10
1152, 9311, 18
1153, 9319, 8
1154, 9323, 4
1155, 9337, 14
1156, 9341, 4
1157, 9343, 2
1158, 9349, 6
1159, 9371, 22
1160, 9377, 6
1161, 9391, 14
1162, 9397, 6
1163, 9403, 6
1164, 9413, 10
1165, 9419, 6
1166, 9421, 2
1167, 9431, 10
1168, 9433, 2
1169, 9437, 4
1170, 9439, 2
1171, 9461, 22
1172, 9463, 2
1173, 9467, 4
1174, 9473, 6
1175, 9479, 6
1176, 9491, 12
1177, 9497, 6
1178, 9511, 14
1179, 9521, 10
1180, 9533, 12
1181, 9539, 6
1182, 9547, 8
1183, 9551, 4
1184, 9587, 36
1185, 9601, 14
1186, 9613, 12
1187, 9619, 6
1188, 9623, 4
1189, 9629, 6
1190, 9631, 2
1191, 9643, 12
1192, 9649, 6
1193, 9661, 12
1194, 9677, 16
1195, 9679, 2
1196, 9689, 10
1197, 9697, 8
1198, 9719, 22
1199, 9721, 2
1200, 9733, 12
1201, 9739, 6
1202, 9743, 4
1203, 9749, 6
1204, 9767, 18
1205, 9769, 2
1206, 9781, 12
1207, 9787, 6
1208, 9791, 4
1209, 9803, 12
1210, 9811, 8
1211, 9817, 6
1212, 9829, 12
1213, 9833, 4
1214, 9839, 6
1215, 9851, 12
1216, 9857, 6
1217, 9859, 2
1218, 9871, 12
1219, 9883, 12
1220, 9887, 4
1221, 9901, 14
1222, 9907, 6
1223, 9923, 16
1224, 9929, 6
1225, 9931, 2
1226, 9941, 10
1227, 9949, 8
1228, 9967, 18
1229, 9973, 6
